"sku";"product-id";"product-id-type";"description";"internal-description";"price";"price-additional-info";"quantity";"min-quantity-alert";"state";"available-start-date";"available-end-date";"logistic-class";"favorite-rank";"discount-start-date";"discount-end-date";"discount-price";"update-delete";"allow-quote-requests";"leadtime-to-ship";"min-order-quantity";"max-order-quantity";"package-quantity";"price[channel=0100]";"discount-start-date[channel=0100]";"discount-end-date[channel=0100]";"discount-price[channel=0100]";"price[channel=1000]";"discount-start-date[channel=1000]";"discount-end-date[channel=1000]";"discount-price[channel=1000]";"price[channel=2000]";"discount-start-date[channel=2000]";"discount-end-date[channel=2000]";"discount-price[channel=2000]";"price[channel=5000]";"discount-start-date[channel=5000]";"discount-end-date[channel=5000]";"discount-price[channel=5000]";"price[channel=7000]";"discount-start-date[channel=7000]";"discount-end-date[channel=7000]";"discount-price[channel=7000]";"commercial-on-collection";"plt";"plt-unit";"shelflife";"shelflife-unit";"warranty";"warranty-unit";"up-sell";"cross-sell";"vendor-reference";"error-line";"error-message"
"23116AG040LE";"mkp-000000000001651201";"SKU";"WASHER";"";"0.69";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"157";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"136";"The 'leadtime-to-ship' field has an invalid value. The value must be a positive integer and must not exceed the limit defined by the operator."
"23116AG050LE";"mkp-000000000001651156";"SKU";"WASHER";"";"0.73";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"157";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"137";"The 'leadtime-to-ship' field has an invalid value. The value must be a positive integer and must not exceed the limit defined by the operator."
"23116AG060LE";"mkp-000000000001653214";"SKU";"WASHER";"";"1.35";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"157";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"138";"The 'leadtime-to-ship' field has an invalid value. The value must be a positive integer and must not exceed the limit defined by the operator."
"26S51-7";"mkp-000000000001895987";"SKU";"STUD";"";"22.57";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"150";"The product does not exist"
"26S8-11";"26S8-11";"mpnTitle";"26S8-11";"";"12.76";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"151";"The product does not exist"
"A0086CM050020";"mkp-000000000001892202";"SKU";"A0086CM050020";"";"9.07";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"156";"The product does not exist"
"A0099CM050018";"mkp-000000000001895925";"SKU";"A0099CM050018";"";"15.75";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"157";"The product does not exist"
"AS3209-128";"mkp-000000000001691155";"SKU";"O-RING";"";"2.6";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"214";"The product linked to the new offer is different from the product linked to the existing offer."
"ASNA0021-25P14";"ASNA0021-25P14";"mpnTitle";"ASNA0021-25P14";"";"4.56";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"236";"The product does not exist"
"ASNA0078A405";"ASNA0078A405";"mpnTitle";"ASNA0078A405";"";"6.06";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"248";"The product does not exist"
"ASNA0080-409A";"mkp-000000000001892772";"SKU";"ASNA0080-409A";"";"58.38";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"256";"The product does not exist"
"ASNA0363T0405";"mkp-000000000001896003";"SKU";"ASNA0363T0405";"";"11.22";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"261";"The product does not exist"
"ASNA0363T-0406";"mkp-000000000001887266";"SKU";"ASNA0363T-0406";"";"12.97";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"262";"The product does not exist"
"ASNA2049DXJ4009";"ASNA2049DXJ4009";"mpnTitle";"ASNA2049DXJ4009";"";"7.4";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"264";"The product does not exist"
"ASNA2050DXJ4010";"mkp-000000000001887216";"SKU";"ASNA2050DXJ4010";"";"0.34";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"265";"The product does not exist"
"ASNA2051DXJ4008";"ASNA2051DXJ4008";"mpnTitle";"ASNA2051DXJ4008";"";"0.28";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"268";"The product does not exist"
"LN9438M5X40";"LN9438M5X40";"mpnTitle";"LN9438M5X40";"";"17.85";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"312";"The product does not exist"
"LN9439M4X24";"LN9439M4X24";"mpnTitle";"LN9439M4X24";"";"5.77";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"313";"The product does not exist"
"M83248/1-222";"mkp-000000000001713487";"SKU";"PACKING";"";"0.67";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"318";"The product does not exist"
"M83248/1-906";"mkp-000000000001627309";"SKU";"O-RING";"";"0.35";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"319";"The product does not exist"
"MS20470AD4-5";"MS20470AD4-5";"mpnTitle";"RIVET";"";"0.04";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"326";"This product is not available for sale"
"MS20470AD4-8";"MS20470AD4-8";"mpnTitle";"RIVET";"";"0.12";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"327";"This product is not available for sale"
"MS24693-S5";"MS24693-S5";"mpnTitle";"SCREW";"";"0.22";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"349";"This product is not available for sale"
"MS29512-08";"mkp-000000000001644803";"SKU";"O-RING";"";"0.44";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"363";"The product does not exist"
"MS29561-247";"mkp-000000000001614943";"SKU";"MS29561-247";"";"4.75";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"367";"The product does not exist"
"NAS1149C0316B";"NAS1149C0316B";"mpnTitle";"Washer";"";"0.3";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"380";"This product is not available for sale"
"NAS1149D0363H";"mkp-000000000001613923";"SKU";"Washer";"";"0.1";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"388";"The product does not exist"
"NAS1919M04S02U";"mkp-000000000001656376";"SKU";"RIVET";"";"7.62";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"271";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"410";"The 'leadtime-to-ship' field has an invalid value. The value must be a positive integer and must not exceed the limit defined by the operator."
"NAS43DD3-80FC";"NAS43DD3-80FC";"mpnTitle";"NAS43DD3-80FC";"";"1.81";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"417";"The product does not exist"
"NSA53114-32ADL";"NSA53114-32ADL";"mpnTitle";"NSA53114-32ADL";"";"0.61";"";"1";"";"1";"";"";"";"";"";"";"";"update";"true";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ON_DEMAND";"";"";"";"";"";"";"";"";"";"420";"This product is not available for sale"
