"mkpCategory";"code";"mpnTitle";"description [en]";"name";"productSummary [en]";"productPresentation [en]";"productUnit";"packageContent";"packageContentUnit";"thirdLevel";"dangerous";"serialized";"logCard";"easaf1";"variantGroupCode";"eccn";"cm_code";"internalUnit";"id";"line_number";"errors"
"080_014";"FALSE";"22208BC060024L";"VIS TETE HEXA";"22208BC060024L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208BC060024L";"EAR";"";"











EA




























";"22208BC060024L";"144";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22208BC080010L";"VIS TETE HEXA";"22208BC080010L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208BC080010L";"EAR";"";"











EA




























";"22208BC080010L";"145";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22208CM050012";"Screw";"22208CM050012";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208CM050012";"EAR";"";"











EA




























";"22208CM050012";"146";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22208CM050012E";"22208CM050012E";"22208CM050012E";"22208CM050012E";"22208CM050012E";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208CM050012E";"EAR";"";"











EA




























";"22208CM050012E";"147";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_007";"FALSE";"22208CM050016";"22208CM050016";"22208CM050016";"22208CM050016";"22208CM050016";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208CM050016";"EAR";"";"











EA




























";"22208CM050016";"148";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_007";"FALSE";"22208CM050020";"22208CM050020";"22208CM050020";"22208CM050020";"22208CM050020";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208CM050020";"EAR";"";"











EA




























";"22208CM050020";"149";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22208CM060018";"SCREW";"22208CM060018";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208CM060018";"EAR";"";"











EA




























";"22208CM060018";"150";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22208TK050010X";"22208TK050010X";"22208TK050010X";"22208TK050010X";"22208TK050010X";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208TK050010X";"EAR";"";"











EA




























";"22208TK050010X";"151";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22208TK050014X";"VIS TETE HEXA";"22208TK050014X";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22208TK050014X";"EAR";"";"











EA




























";"22208TK050014X";"152";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22209BC050014L";"VIS TETE HEXA";"22209BC050014L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22209BC050014L";"EAR";"";"











EA




























";"22209BC050014L";"153";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22220BC040012L";"SCREW";"22220BC040012L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22220BC040012L";"EAR";"";"











EA




























";"22220BC040012L";"154";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22220BC040026L";"22220BC040026L";"22220BC040026L";"22220BC040026L";"22220BC040026L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22220BC040026L";"EAR";"";"











EA




























";"22220BC040026L";"155";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_007";"FALSE";"22232BE060050L";"PERCEE-MATIERE:30NCD16 CADMIE R1080 MPA";"22232BE060050L";"PERCEE-MATIERE:30NCD16 CADMIE R1080 MPA";"PERCEE-MATIERE:30NCD16 CADMIE R1080 MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22232BE060050L";"EAR";"";"











EA




























";"22232BE060050L";"156";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22232BE080030L";"VIS TETE BIHEXAGONALE";"22232BE080030L";"VIS TETE BIHEXAGONALE";"VIS TETE BIHEXAGONALE";"EA";"1";"EA";"false";"false";"false";"false";"false";"22232BE080030L";"EAR";"";"











EA




























";"22232BE080030L";"157";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22251BC040018L";"22251BC040018L";"22251BC040018L";"22251BC040018L";"22251BC040018L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22251BC040018L";"EAR";"";"











EA




























";"22251BC040018L";"158";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22251BC050018L";"A EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"22251BC050018L";"A EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"A EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22251BC050018L";"EAR";"";"











EA




























";"22251BC050018L";"159";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22251BC050024L";"22251BC050024L";"22251BC050024L";"22251BC050024L";"22251BC050024L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22251BC050024L";"EAR";"";"











EA




























";"22251BC050024L";"160";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22251BC050026L";"SCREW";"22251BC050026L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22251BC050026L";"EAR";"";"











EA




























";"22251BC050026L";"161";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22251BC050032L";"22251BC050032L";"22251BC050032L";"22251BC050032L";"22251BC050032L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22251BC050032L";"EAR";"";"











EA




























";"22251BC050032L";"162";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22252BC050015L";"VIS TETE FRAISEE 100";"22252BC050015L";"VIS TETE FRAISEE 100";"VIS TETE FRAISEE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"22252BC050015L";"EAR";"";"











EA




























";"22252BC050015L";"163";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22252BC050024L";"22252BC050024L";"22252BC050024L";"22252BC050024L";"22252BC050024L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22252BC050024L";"EAR";"";"











EA




























";"22252BC050024L";"164";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22252BC060030L";"Screw";"22252BC060030L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22252BC060030L";"EAR";"";"











EA




























";"22252BC060030L";"165";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22252BC060038L";"VIS TETE FRAISEE 100";"22252BC060038L";"VIS TETE FRAISEE 100";"VIS TETE FRAISEE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"22252BC060038L";"EAR";"";"











EA




























";"22252BC060038L";"166";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22252BC080012L";"22252BC080012L";"22252BC080012L";"22252BC080012L";"22252BC080012L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22252BC080012L";"EAR";"";"











EA




























";"22252BC080012L";"167";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22256BC040010L";"Screw";"22256BC040010L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BC040010L";"EAR";"";"











EA




























";"22256BC040010L";"168";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22256BC040012L";"SCREW";"22256BC040012L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BC040012L";"EAR";"";"











EA




























";"22256BC040012L";"169";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22256BC040016L";"VIS TETE FRAISEE 100";"22256BC040016L";"VIS TETE FRAISEE 100";"VIS TETE FRAISEE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BC040016L";"EAR";"";"











EA




























";"22256BC040016L";"170";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22256BC040018L";"VIS TETE FRAISEE 100";"22256BC040018L";"VIS TETE FRAISEE 100";"VIS TETE FRAISEE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BC040018L";"EAR";"";"











EA




























";"22256BC040018L";"171";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22256BC050014L";"SCREW";"22256BC050014L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BC050014L";"EAR";"";"











EA




























";"22256BC050014L";"172";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22256BC050018L";"Screw";"22256BC050018L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BC050018L";"EAR";"";"











EA




























";"22256BC050018L";"173";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22256BC050020L";"VIS TETE FRAISEE 100";"22256BC050020L";"VIS TETE FRAISEE 100";"VIS TETE FRAISEE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BC050020L";"EAR";"";"











EA




























";"22256BC050020L";"174";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22256BC050026L";"22256BC050026L";"22256BC050026L";"22256BC050026L";"22256BC050026L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BC050026L";"EAR";"";"











EA




























";"22256BC050026L";"175";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22256BC060020L";"VIS TETE FRAISEE 100";"22256BC060020L";"VIS TETE FRAISEE 100";"VIS TETE FRAISEE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BC060020L";"EAR";"";"











EA




























";"22256BC060020L";"176";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22256BE060020L";"Screw";"22256BE060020L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256BE060020L";"EAR";"";"











EA




























";"22256BE060020L";"177";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22256CM050010";"Screw";"22256CM050010";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256CM050010";"EAR";"";"











EA




























";"22256CM050010";"178";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22256CM050012";"VIS TETE FRAISEE 100";"22256CM050012";"VIS TETE FRAISEE 100";"VIS TETE FRAISEE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256CM050012";"EAR";"";"











EA




























";"22256CM050012";"179";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22256TK050014X";"SCREW";"22256TK050014X";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22256TK050014X";"EAR";"";"











EA




























";"22256TK050014X";"180";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22271BC040014L";"EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"22271BC040014L";"EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22271BC040014L";"EAR";"";"











EA




























";"22271BC040014L";"181";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22271BC040016L";"SCREW";"22271BC040016L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22271BC040016L";"EAR";"";"











EA




























";"22271BC040016L";"182";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22271BC050020L";"SCREW";"22271BC050020L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22271BC050020L";"EAR";"";"











EA




























";"22271BC050020L";"183";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22271BC050022L";"EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"22271BC050022L";"EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22271BC050022L";"EAR";"";"











EA




























";"22271BC050022L";"184";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22271BC050040L";"EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"22271BC050040L";"EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"EMPREINTE CRUCIFORME-35NC6 CADMIE R880MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22271BC050040L";"EAR";"";"











EA




























";"22271BC050040L";"185";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22271CE040014";"22271CE040014";"22271CE040014";"22271CE040014";"22271CE040014";"EA";"1";"EA";"false";"false";"false";"false";"false";"22271CE040014";"EAR";"";"











EA




























";"22271CE040014";"186";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_007";"FALSE";"22271CE050016";"EMPREINTE CRUCIFORME-Z10CNT18-11 PASSIVE R490MPA-AMAGNETIQUE";"22271CE050016";"EMPREINTE CRUCIFORME-Z10CNT18-11 PASSIVE R490MPA-AMAGNETIQUE";"EMPREINTE CRUCIFORME-Z10CNT18-11 PASSIVE R490MPA-AMAGNETIQUE";"EA";"1";"EA";"false";"false";"false";"false";"false";"22271CE050016";"EAR";"";"











EA




























";"22271CE050016";"187";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22271DG040018C";"EMPREINTE CRUCIFORME-ALLIAGE 2024 OXYDATION ANODIQUE NOIRE";"22271DG040018C";"EMPREINTE CRUCIFORME-ALLIAGE 2024 OXYDATION ANODIQUE NOIRE";"EMPREINTE CRUCIFORME-ALLIAGE 2024 OXYDATION ANODIQUE NOIRE";"EA";"1";"EA";"false";"false";"false";"false";"false";"22271DG040018C";"EAR";"";"











EA




























";"22271DG040018C";"188";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22272BC030008L";"SCREW";"22272BC030008L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC030008L";"EAR";"";"











EA




























";"22272BC030008L";"189";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22272BC030010L";"EMPREINTE CRUCIFORME-ENTIEREMENT FILETEE-35NC6 CADMIE-R880";"22272BC030010L";"EMPREINTE CRUCIFORME-ENTIEREMENT FILETEE-35NC6 CADMIE-R880";"EMPREINTE CRUCIFORME-ENTIEREMENT FILETEE-35NC6 CADMIE-R880";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC030010L";"EAR";"";"











EA




























";"22272BC030010L";"190";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22272BC030012L";"SCREW";"22272BC030012L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC030012L";"EAR";"";"











EA




























";"22272BC030012L";"191";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22272BC040006L";"22272BC040006L";"22272BC040006L";"22272BC040006L";"22272BC040006L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC040006L";"EAR";"";"











EA




























";"22272BC040006L";"192";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22272BC040010L";"SCREW";"22272BC040010L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC040010L";"EAR";"";"











EA




























";"22272BC040010L";"193";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22272BC040012L";"SCREW";"22272BC040012L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC040012L";"EAR";"";"











EA




























";"22272BC040012L";"194";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22272BC040022L";"22272BC040022L";"22272BC040022L";"22272BC040022L";"22272BC040022L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC040022L";"EAR";"";"











EA




























";"22272BC040022L";"195";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22272BC050010L";"SCREW";"22272BC050010L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC050010L";"EAR";"";"











EA




























";"22272BC050010L";"196";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22272BC050012L";"SCREW";"22272BC050012L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC050012L";"EAR";"";"











EA




























";"22272BC050012L";"197";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22272BC050014L";"SCREW";"22272BC050014L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC050014L";"EAR";"";"











EA




























";"22272BC050014L";"198";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22272BC050016L";"SCREW";"22272BC050016L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC050016L";"EAR";"";"











EA




























";"22272BC050016L";"199";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22272BC050030L";"SCREW";"22272BC050030L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC050030L";"EAR";"";"











EA




























";"22272BC050030L";"200";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22272BC050044L";"SCREW";"22272BC050044L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272BC050044L";"EAR";"";"











EA




























";"22272BC050044L";"201";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"22272CE030004";"22272CE030004";"22272CE030004";"22272CE030004";"22272CE030004";"EA";"1";"EA";"false";"false";"false";"false";"false";"22272CE030004";"EAR";"";"











EA




























";"22272CE030004";"202";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22451BC120L";"NUT";"22451BC120L";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"22451BC120L";"EAR";"";"











EA




























";"22451BC120L";"203";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22542K060";"NUT";"22542K060";"NUT";"NUT";"EA";"1";"EA";"false";"false";"false";"false";"false";"22542K060";"EAR";"";"











EA




























";"22542K060";"204";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22731BC060029M";"PLEIN-TROU DE GOUPILLE-35NC6 CADMIE-FUT HUILE-R880";"22731BC060029M";"PLEIN-TROU DE GOUPILLE-35NC6 CADMIE-FUT HUILE-R880";"PLEIN-TROU DE GOUPILLE-35NC6 CADMIE-FUT HUILE-R880";"EA";"1";"EA";"false";"false";"false";"false";"false";"22731BC060029M";"EAR";"";"











EA




























";"22731BC060029M";"205";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23111AG030LE";"WASHER";"23111AG030LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111AG030LE";"EAR";"";"











EA




























";"23111AG030LE";"206";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23111AG040LE";"WASHER";"23111AG040LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111AG040LE";"EAR";"";"











EA




























";"23111AG040LE";"207";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23111AG050LE";"WASHER";"23111AG050LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111AG050LE";"EAR";"";"











EA




























";"23111AG050LE";"208";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"23111AG060LE";"FLAT,WASHER";"23111AG060LE";"FLAT,WASHER";"FLAT,WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111AG060LE";"EAR";"";"











EA




























";"23111AG060LE";"209";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23111AG080LE";"WASHER, FLAT";"23111AG080LE";"WASHER, FLAT";"WASHER, FLAT";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111AG080LE";"EAR";"";"











EA




























";"23111AG080LE";"210";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23111CA050";"WASHER";"23111CA050";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111CA050";"EAR";"";"











EA




























";"23111CA050";"211";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"23111CA070";"WASHER";"23111CA070";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111CA070";"EAR";"";"











EA




























";"23111CA070";"212";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23111CA100";"WASHER";"23111CA100";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111CA100";"EAR";"";"











EA




























";"23111CA100";"213";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23111TK040X";"23111TK040X";"23111TK040X";"23111TK040X";"23111TK040X";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111TK040X";"EAR";"";"











EA




























";"23111TK040X";"214";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"23111TK050X";"WASHER";"23111TK050X";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23111TK050X";"EAR";"";"











EA




























";"23111TK050X";"215";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23112AG050LE";"FLAT WASHER";"23112AG050LE";"FLAT WASHER";"FLAT WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23112AG050LE";"EAR";"";"











EA




























";"23112AG050LE";"216";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23112AG060LE";"WASHER";"23112AG060LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23112AG060LE";"EAR";"";"











EA




























";"23112AG060LE";"217";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23112AG080LE";"WASHER";"23112AG080LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23112AG080LE";"EAR";"";"











EA




























";"23112AG080LE";"218";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"23112AG100LE";"WASHER";"23112AG100LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23112AG100LE";"EAR";"";"











EA




























";"23112AG100LE";"219";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23112CA050";"WASHER";"23112CA050";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23112CA050";"EAR";"";"











EA




























";"23112CA050";"220";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23112TK050X";"RONDELLE PLATE";"23112TK050X";"RONDELLE PLATE";"RONDELLE PLATE";"EA";"1";"EA";"false";"false";"false";"false";"false";"23112TK050X";"EAR";"";"











EA




























";"23112TK050X";"221";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23116AG030LE";"23116AG030LE";"23116AG030LE";"23116AG030LE";"23116AG030LE";"EA";"1";"EA";"false";"false";"false";"false";"false";"23116AG030LE";"EAR";"";"











EA




























";"23116AG030LE";"222";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"23116AG040LE";"WASHER";"23116AG040LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23116AG040LE";"EAR";"";"











EA




























";"23116AG040LE";"223";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23116AG050LE";"WASHER";"23116AG050LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23116AG050LE";"EAR";"";"











EA




























";"23116AG050LE";"224";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23116AG060LE";"WASHER";"23116AG060LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23116AG060LE";"EAR";"";"











EA




























";"23116AG060LE";"225";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"23116CA040";"WASHER";"23116CA040";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23116CA040";"EAR";"";"











EA




























";"23116CA040";"226";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"23116CA050";"WASHER";"23116CA050";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23116CA050";"EAR";"";"











EA




























";"23116CA050";"227";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_013";"FALSE";"23116CA060";"WASHER";"23116CA060";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23116CA060";"EAR";"";"











EA




























";"23116CA060";"228";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"23116DG060A";"23116DG060A";"23116DG060A";"23116DG060A";"23116DG060A";"EA";"1";"EA";"false";"false";"false";"false";"false";"23116DG060A";"EAR";"";"











EA




























";"23116DG060A";"229";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"23118AG100LE";"23118AG100LE";"23118AG100LE";"23118AG100LE";"23118AG100LE";"EA";"1";"EA";"false";"false";"false";"false";"false";"23118AG100LE";"EAR";"";"











EA




























";"23118AG100LE";"230";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_013";"FALSE";"23119AG040LE";"WASHER";"23119AG040LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23119AG040LE";"EAR";"";"











EA




























";"23119AG040LE";"231";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"23121BC150LE";"WASHER";"23121BC150LE";"WASHER";"WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23121BC150LE";"EAR";"";"











EA




























";"23121BC150LE";"232";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"23134AG060LE";"FLAT WASHER";"23134AG060LE";"FLAT WASHER";"FLAT WASHER";"EA";"1";"EA";"false";"false";"false";"false";"false";"23134AG060LE";"EAR";"";"











EA




























";"23134AG060LE";"233";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_009";"FALSE";"23310AA015020LE";"23310AA015020LE";"23310AA015020LE";"23310AA015020LE";"23310AA015020LE";"EA";"1";"EA";"false";"false";"false";"false";"false";"23310AA015020LE";"EAR";"";"











EA




























";"23310AA015020LE";"234";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
