"mkpCategory";"code";"mpnTitle";"description [en]";"name";"productSummary [en]";"productPresentation [en]";"productUnit";"packageContent";"packageContentUnit";"thirdLevel";"dangerous";"serialized";"logCard";"easaf1";"variantGroupCode";"eccn";"cm_code";"internalUnit";"id";"line_number";"errors"
"080_007";"FALSE";"21215DC1612J";"21215DC1612J";"21215DC1612J";"21215DC1612J";"21215DC1612J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC1612J";"EAR";"";"











EA




























";"21215DC1612J";"2";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215DC2405J";"MATIERE:2117CHROMATERESISTANCECISAIL.R=195MPA";"21215DC2405J";"MATIERE:2117CHROMATERESISTANCECISAIL.R=195MPA";"MATIERE:2117CHROMATERESISTANCECISAIL.R=195MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC2405J";"EAR";"";"











EA




























";"21215DC2405J";"3";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215DC2406J";"RIVET TETE RONDE APLATIE";"21215DC2406J";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC2406J";"EAR";"";"











EA




























";"21215DC2406J";"4";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"21215DC2408J";"21215DC2408J";"21215DC2408J";"21215DC2408J";"21215DC2408J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC2408J";"EAR";"";"











EA




























";"21215DC2408J";"5";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215DC2415J";"21215DC2415J";"21215DC2415J";"21215DC2415J";"21215DC2415J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC2415J";"EAR";"";"











EA




























";"21215DC2415J";"6";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215DC2420J";"21215DC2420J";"21215DC2420J";"21215DC2420J";"21215DC2420J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC2420J";"EAR";"";"











EA




























";"21215DC2420J";"7";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_007";"FALSE";"21215DC3206J";"MATIERE:2117 CHROMATE RESISTANCE CISAIL.R=195MPA";"21215DC3206J";"MATIERE:2117 CHROMATE RESISTANCE CISAIL.R=195MPA";"MATIERE:2117 CHROMATE RESISTANCE CISAIL.R=195MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3206J";"EAR";"";"











EA




























";"21215DC3206J";"8";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"21215DC3207J";"RIVET";"21215DC3207J";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3207J";"EAR";"";"











EA




























";"21215DC3207J";"9";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"21215DC3208J";"RIVET";"21215DC3208J";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3208J";"EAR";"";"











EA




























";"21215DC3208J";"10";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"21215DC3209J";"MATIERE:2117 CHROMATE RESISTANCE CISAIL.R=195MPA";"21215DC3209J";"MATIERE:2117 CHROMATE RESISTANCE CISAIL.R=195MPA";"MATIERE:2117 CHROMATE RESISTANCE CISAIL.R=195MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3209J";"EAR";"";"











EA




























";"21215DC3209J";"11";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215DC3210J";"RIVET";"21215DC3210J";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3210J";"EAR";"";"











EA




























";"21215DC3210J";"12";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215DC3211J";"MATIERE:2117 CHROMATE RESISTANCE CISAIL.R=195MPA";"21215DC3211J";"MATIERE:2117 CHROMATE RESISTANCE CISAIL.R=195MPA";"MATIERE:2117 CHROMATE RESISTANCE CISAIL.R=195MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3211J";"EAR";"";"











EA




























";"21215DC3211J";"13";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215DC3212J";"RIVET TETE RONDE APLATIE";"21215DC3212J";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3212J";"EAR";"";"











EA




























";"21215DC3212J";"14";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215DC3214J";"21215DC3214J";"21215DC3214J";"21215DC3214J";"21215DC3214J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3214J";"EAR";"";"











EA




























";"21215DC3214J";"15";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215DC3216J";"21215DC3216J";"21215DC3216J";"21215DC3216J";"21215DC3216J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3216J";"EAR";"";"











EA




























";"21215DC3216J";"16";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215DC3220J";"RIVET TETE RONDE APLATIE";"21215DC3220J";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC3220J";"EAR";"";"











EA




























";"21215DC3220J";"17";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215DC4006J";"21215DC4006J";"21215DC4006J";"21215DC4006J";"21215DC4006J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC4006J";"EAR";"";"











EA




























";"21215DC4006J";"18";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215DC4007J";"21215DC4007J";"21215DC4007J";"21215DC4007J";"21215DC4007J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC4007J";"EAR";"";"











EA




























";"21215DC4007J";"19";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215DC4008J";"RIVET TETE RONDE APLATIE";"21215DC4008J";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC4008J";"EAR";"";"











EA




























";"21215DC4008J";"20";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215DC4009J";"21215DC4009J";"21215DC4009J";"21215DC4009J";"21215DC4009J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC4009J";"EAR";"";"











EA




























";"21215DC4009J";"21";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215DC4011J";"RIVET TETE RONDE APLATIE";"21215DC4011J";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215DC4011J";"EAR";"";"











EA




























";"21215DC4011J";"22";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"21215TB2404";"21215TB2404";"21215TB2404";"21215TB2404";"21215TB2404";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB2404";"EAR";"";"











EA




























";"21215TB2404";"23";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215TB2406";"21215TB2406";"21215TB2406";"21215TB2406";"21215TB2406";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB2406";"EAR";"";"











EA




























";"21215TB2406";"24";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215TB2407";"RIVET";"21215TB2407";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB2407";"EAR";"";"











EA




























";"21215TB2407";"25";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215TB3206";"RIVET TETE RONDE APLATIE";"21215TB3206";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB3206";"EAR";"";"











EA




























";"21215TB3206";"26";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"21215TB3207";"RIVET";"21215TB3207";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB3207";"EAR";"";"











EA




























";"21215TB3207";"27";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215TB3208";"RIVET";"21215TB3208";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB3208";"EAR";"";"











EA




























";"21215TB3208";"28";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215TB3210";"RIVET";"21215TB3210";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB3210";"EAR";"";"











EA




























";"21215TB3210";"29";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215TB3212";"RIVET";"21215TB3212";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB3212";"EAR";"";"











EA




























";"21215TB3212";"30";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215TB3213";"21215TB3213";"21215TB3213";"21215TB3213";"21215TB3213";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB3213";"EAR";"";"











EA




























";"21215TB3213";"31";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215TB3215";"21215TB3215";"21215TB3215";"21215TB3215";"21215TB3215";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB3215";"EAR";"";"











EA




























";"21215TB3215";"32";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_001";"FALSE";"21215TB4007";"RIVET TETE RONDE APLATIE";"21215TB4007";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB4007";"EAR";"";"











EA




























";"21215TB4007";"33";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215TB4008";"RIVET TETE RONDE APLATIE";"21215TB4008";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB4008";"EAR";"";"











EA




























";"21215TB4008";"34";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215TB4009";"21215TB4009";"21215TB4009";"21215TB4009";"21215TB4009";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB4009";"EAR";"";"











EA




























";"21215TB4009";"35";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21215TB4012";"RIVET TETE RONDE APLATIE";"21215TB4012";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB4012";"EAR";"";"











EA




























";"21215TB4012";"36";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"21215TB4015";"RIVET TETE RONDE APLATIE";"21215TB4015";"RIVET TETE RONDE APLATIE";"RIVET TETE RONDE APLATIE";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB4015";"EAR";"";"











EA




























";"21215TB4015";"37";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21215TB4022";"21215TB4022";"21215TB4022";"21215TB4022";"21215TB4022";"EA";"1";"EA";"false";"false";"false";"false";"false";"21215TB4022";"EAR";"";"











EA




























";"21215TB4022";"38";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_001";"FALSE";"21217DB2410";"RIVET FRAISE 100";"21217DB2410";"RIVET FRAISE 100";"RIVET FRAISE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DB2410";"EAR";"";"











EA




























";"21217DB2410";"39";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217DB3207";"RIVET FRAISE 100";"21217DB3207";"RIVET FRAISE 100";"RIVET FRAISE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DB3207";"EAR";"";"











EA




























";"21217DB3207";"40";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217DC2405J";"21217DC2405J";"21217DC2405J";"21217DC2405J";"21217DC2405J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC2405J";"EAR";"";"











EA




























";"21217DC2405J";"41";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21217DC2406J";"MATIERE:2117 CHROMATE R195MPA";"21217DC2406J";"MATIERE:2117 CHROMATE R195MPA";"MATIERE:2117 CHROMATE R195MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC2406J";"EAR";"";"











EA




























";"21217DC2406J";"42";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217DC2407J";"MATIERE:2117 CHROMATE R195MPA";"21217DC2407J";"MATIERE:2117 CHROMATE R195MPA";"MATIERE:2117 CHROMATE R195MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC2407J";"EAR";"";"











EA




























";"21217DC2407J";"43";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217DC2408J";"RIVET";"21217DC2408J";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC2408J";"EAR";"";"











EA




























";"21217DC2408J";"44";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217DC2420J";"MATIERE:2117 CHROMATE R195MPA";"21217DC2420J";"MATIERE:2117 CHROMATE R195MPA";"MATIERE:2117 CHROMATE R195MPA";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC2420J";"EAR";"";"











EA




























";"21217DC2420J";"45";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217DC3208J";"RIVET";"21217DC3208J";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC3208J";"EAR";"";"











EA




























";"21217DC3208J";"46";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217DC3210J";"RIVET";"21217DC3210J";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC3210J";"EAR";"";"











EA




























";"21217DC3210J";"47";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217DC3213J";"RIVET FRAISE 100";"21217DC3213J";"RIVET FRAISE 100";"RIVET FRAISE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC3213J";"EAR";"";"











EA




























";"21217DC3213J";"48";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217DC3215J";"21217DC3215J";"21217DC3215J";"21217DC3215J";"21217DC3215J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC3215J";"EAR";"";"











EA




























";"21217DC3215J";"49";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21217DC3218J";"RIVET FRAISE 100";"21217DC3218J";"RIVET FRAISE 100";"RIVET FRAISE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC3218J";"EAR";"";"











EA




























";"21217DC3218J";"50";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217 DC 40 06 J";"21217 DC 40 06 J";"21217 DC 40 06 J";"21217 DC 40 06 J";"21217 DC 40 06 J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217 DC 40 06 J";"EAR";"";"











EA




























";"21217 DC 40 06 J";"51";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21217DC4009J";"21217DC4009J";"21217DC4009J";"21217DC4009J";"21217DC4009J";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217DC4009J";"EAR";"";"











EA




























";"21217DC4009J";"52";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21217TB2405";"RIVET";"21217TB2405";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB2405";"EAR";"";"











EA




























";"21217TB2405";"53";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217TB2407";"RIVET FRAISE 100";"21217TB2407";"RIVET FRAISE 100";"RIVET FRAISE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB2407";"EAR";"";"











EA




























";"21217TB2407";"54";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217TB2409";"21217TB2409";"21217TB2409";"21217TB2409";"21217TB2409";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB2409";"EAR";"";"











EA




























";"21217TB2409";"55";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21217TB2412";"21217TB2412";"21217TB2412";"21217TB2412";"21217TB2412";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB2412";"EAR";"";"











EA




























";"21217TB2412";"56";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"21217TB3206";"RIVET FRAISE 100";"21217TB3206";"RIVET FRAISE 100";"RIVET FRAISE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB3206";"EAR";"";"











EA




























";"21217TB3206";"57";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217TB3208";"RIVET";"21217TB3208";"RIVET";"RIVET";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB3208";"EAR";"";"











EA




























";"21217TB3208";"58";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"21217TB3209";"RIVET FRAISE 100";"21217TB3209";"RIVET FRAISE 100";"RIVET FRAISE 100";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB3209";"EAR";"";"











EA




























";"21217TB3209";"59";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_007";"FALSE";"21217TB3212";"21217TB3212";"21217TB3212";"21217TB3212";"21217TB3212";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB3212";"EAR";"";"











EA




























";"21217TB3212";"60";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_007";"FALSE";"21217TB3213";"21217TB3213";"21217TB3213";"21217TB3213";"21217TB3213";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB3213";"EAR";"";"











EA




























";"21217TB3213";"61";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_007";"FALSE";"21217TB4012";"21217TB4012";"21217TB4012";"21217TB4012";"21217TB4012";"EA";"1";"EA";"false";"false";"false";"false";"false";"21217TB4012";"EAR";"";"











EA




























";"21217TB4012";"62";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_010";"FALSE";"22125BC040008L";"VIS TETE HEXA";"22125BC040008L";"Hex Head bolt, M4 x 8mm";"Hex Head bolt, M4 x 8mm";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC040008L";"EAR";"";"











EA




























";"22125BC040008L";"63";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC040012L";"SCREW";"22125BC040012L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC040012L";"EAR";"";"











EA




























";"22125BC040012L";"64";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC040022L";"22125BC040022L";"22125BC040022L";"22125BC040022L";"22125BC040022L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC040022L";"EAR";"";"











EA




























";"22125BC040022L";"65";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22125BC040026L";"SCREW";"22125BC040026L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC040026L";"EAR";"";"











EA




























";"22125BC040026L";"66";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC050012L";"BOLT";"22125BC050012L";"BOLT";"BOLT";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC050012L";"EAR";"";"











EA




























";"22125BC050012L";"67";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC050014L";"SCREW";"22125BC050014L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC050014L";"EAR";"";"











EA




























";"22125BC050014L";"68";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC050015L";"VIS TETE HEXA";"22125BC050015L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC050015L";"EAR";"";"











EA




























";"22125BC050015L";"69";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC050016L";"SCREW";"22125BC050016L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC050016L";"EAR";"";"











EA




























";"22125BC050016L";"70";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC050026L";"VIS TETE HEXA";"22125BC050026L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC050026L";"EAR";"";"











EA




























";"22125BC050026L";"71";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC050042L";"SCREW";"22125BC050042L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC050042L";"EAR";"";"











EA




























";"22125BC050042L";"72";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC060022L";"VIS TETE HEXA";"22125BC060022L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC060022L";"EAR";"";"











EA




























";"22125BC060022L";"73";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC060028L";"22125BC060028L";"22125BC060028L";"22125BC060028L";"22125BC060028L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC060028L";"EAR";"";"











EA




























";"22125BC060028L";"74";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_010";"FALSE";"22125BC060034L";"VIS TETE HEXA";"22125BC060034L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC060034L";"EAR";"";"











EA




























";"22125BC060034L";"75";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BC060042L";"VIS TETE HEXA";"22125BC060042L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BC060042L";"EAR";"";"











EA




























";"22125BC060042L";"76";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125BE050018L";"22125BE050018L";"22125BE050018L";"22125BE050018L";"22125BE050018L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BE050018L";"EAR";"";"











EA




























";"22125BE050018L";"77";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_010";"FALSE";"22125BE100036L";"22125BE100036L";"22125BE100036L";"22125BE100036L";"22125BE100036L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BE100036L";"EAR";"";"











EA




























";"22125BE100036L";"78";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_010";"FALSE";"22125BV060032L";"Bolt";"22125BV060032L";"Bolt, Hex";"Bolt, Hex - H175 Boom";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125BV060032L";"EAR";"";"











EA




























";"22125BV060032L";"79";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125CE060016";"VIS TETE HEXA";"22125CE060016";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125CE060016";"EAR";"";"











EA




























";"22125CE060016";"80";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22125TK050018X";"SCREW";"22125TK050018X";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22125TK050018X";"EAR";"";"











EA




























";"22125TK050018X";"81";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22126BC050012L";"22126BC050012L";"22126BC050012L";"22126BC050012L";"22126BC050012L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22126BC050012L";"EAR";"";"











EA




























";"22126BC050012L";"82";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_001";"FALSE";"22126BC050018L";"VIS TETE HEXA";"22126BC050018L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22126BC050018L";"EAR";"";"











EA




























";"22126BC050018L";"83";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22126BC050024L";"VIS TETE HEXA";"22126BC050024L";"VIS TETE HEXA";"VIS TETE HEXA";"EA";"1";"EA";"false";"false";"false";"false";"false";"22126BC050024L";"EAR";"";"











EA




























";"22126BC050024L";"84";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_001";"FALSE";"22129BC060036L";"SCREW";"22129BC060036L";"SCREW";"SCREW";"EA";"1";"EA";"false";"false";"false";"false";"false";"22129BC060036L";"EAR";"";"











EA




























";"22129BC060036L";"85";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_010";"FALSE";"22129BC060104L";"22129BC060104L";"22129BC060104L";"22129BC060104L";"22129BC060104L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22129BC060104L";"EAR";"";"











EA




























";"22129BC060104L";"86";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_001";"FALSE";"22129BC080034L";"22129BC080034L";"22129BC080034L";"22129BC080034L";"22129BC080034L";"EA";"1";"EA";"false";"false";"false";"false";"false";"22129BC080034L";"EAR";"";"











EA




























";"22129BC080034L";"87";"MCM-04000|MPN Title with multiple values : [NAS9305B-4-02 NSA53114-32ADL]"
"080_014";"FALSE";"22201BC050003L";"Screw";"22201BC050003L";"Screw";"Screw";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC050003L";"EAR";"";"











EA




























";"22201BC050003L";"88";"MCM-04031|The product identifiers match multiple products from the same provider."
"080_014";"FALSE";"22201BC050004L";"DE PRECISION-FILETAGE COURT-TOLERANCE FUT:F7-35NC6 CAD.R880";"22201BC050004L";"DE PRECISION-FILETAGE COURT-TOLERANCE FUT:F7-35NC6 CAD.R880";"DE PRECISION-FILETAGE COURT-TOLERANCE FUT:F7-35NC6 CAD.R880";"EA";"1";"EA";"false";"false";"false";"false";"false";"22201BC050004L";"EAR";"";"











EA




























";"22201BC050004L";"89";"MCM-04031|The product identifiers match multiple products from the same provider."
