row_number,reason,manufacturer_name,airbus_material,manufacturer_part_number,cage_code,standard
1014883,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014884,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014885,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014886,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014887,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014888,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014889,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014890,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014891,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014892,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014893,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014894,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014895,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014896,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014897,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014898,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014899,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014900,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014901,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014902,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014903,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014904,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014905,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014906,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014907,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014908,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014909,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014910,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014911,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014912,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014913,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014914,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014915,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014916,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014917,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014918,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014919,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014920,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014921,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014922,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014923,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014924,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014925,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014926,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014927,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014928,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014929,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014930,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014931,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014932,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014933,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014934,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014935,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014936,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014937,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014938,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014939,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014940,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014941,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014942,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014943,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014944,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014945,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014946,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014947,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014948,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014949,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014950,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014951,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014952,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014953,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014954,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014955,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014956,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014957,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014958,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014959,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014960,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014961,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014962,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014963,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014964,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014965,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014966,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014967,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014968,Missing both Airbus Material and Manufacturer PN,SABIC INNOVATIVE PLASTIC SRL,,,,
1014969,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014970,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014971,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014972,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014973,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014974,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014975,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014976,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014977,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014978,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014979,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014980,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014981,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014982,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014983,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014984,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014985,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014986,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014987,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014988,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014989,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014990,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014991,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014992,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014993,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014994,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014995,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014996,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014997,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014998,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1014999,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1015000,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1015001,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1015002,Missing both Airbus Material and Manufacturer PN,HENKEL IRELAND LTD,,,,
1015003,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015004,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015005,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015006,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015007,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015008,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015009,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015010,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015011,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015012,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015013,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015014,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015015,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015016,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015017,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015018,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015019,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015020,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015021,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015022,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015023,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015024,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015025,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015026,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015027,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015028,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015029,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015030,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015031,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015032,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015033,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015034,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015035,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015036,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015037,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015038,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015039,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015040,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015041,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015042,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015043,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015044,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015045,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015046,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015047,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015048,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015049,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015050,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015051,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015052,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015053,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015054,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015055,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015056,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015057,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015058,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015059,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015060,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015061,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015062,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015063,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015064,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015065,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015066,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015067,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015068,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015069,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015070,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015071,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015072,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015073,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015074,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015075,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015076,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015077,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015078,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015079,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015080,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015081,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015082,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015083,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015084,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015085,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015086,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015087,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015088,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015089,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015090,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015091,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015092,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015093,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015094,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015095,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015096,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015097,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015098,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015099,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015100,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015101,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015102,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015103,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015104,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015105,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015106,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015107,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015108,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015109,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015110,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015111,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015112,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015113,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015114,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015115,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015116,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015117,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015118,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015119,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015120,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015121,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015122,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015123,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015124,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015125,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015126,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015127,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015128,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015129,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015130,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015131,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015132,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015133,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015134,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015135,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015136,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015137,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015138,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015139,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015140,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015141,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015142,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015143,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015144,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015145,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015146,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015147,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015148,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
1015149,Missing both Airbus Material and Manufacturer PN,ALERIS ALUMINUM (ZHENJIANG) CO LTD,,,,
