row_number,reason,manufacturer_name,airbus_material,manufacturer_part_number,cage_code,standard
1011523,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011524,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011525,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011526,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011527,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011528,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011529,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011530,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011531,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011532,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011533,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011534,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011535,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011536,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011537,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011538,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011539,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011540,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011541,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011542,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011543,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011544,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011545,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011546,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011547,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011548,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011549,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011550,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011551,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011552,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011553,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011554,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011555,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011556,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011557,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011558,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011559,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011560,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011561,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011562,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011563,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011564,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011565,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011566,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011567,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011568,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011569,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011570,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011571,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011572,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011573,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011574,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011575,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011576,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011577,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011578,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011579,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011580,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011581,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011582,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011583,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011584,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011585,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011586,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011587,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011588,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011589,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011590,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011591,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011592,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011593,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011594,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011595,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011596,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011597,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011598,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011599,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011600,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011601,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011602,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011603,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011604,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011605,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011606,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011607,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011608,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011609,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011610,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011611,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011612,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011613,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011614,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011615,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011616,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011617,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011618,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011619,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011620,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011621,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011622,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011623,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011624,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011625,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011626,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011627,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011628,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011629,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011630,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011631,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011632,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011633,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011634,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011635,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011636,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011637,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011638,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011639,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011640,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011641,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011642,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011643,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011644,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011645,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011646,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011647,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011648,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011649,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011650,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011651,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011652,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011653,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011654,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011655,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011656,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011657,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011658,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011659,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011660,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011661,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011662,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011663,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011664,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011665,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011666,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011667,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011668,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011669,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011670,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011671,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011672,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011673,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011674,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011675,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011676,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011677,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011678,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011679,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011680,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011681,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011682,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011683,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011684,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011685,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011686,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011687,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011688,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011689,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011690,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011691,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011692,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011693,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011694,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011695,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011696,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011697,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011698,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011699,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011700,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011701,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011702,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011703,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011704,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011705,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011706,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011707,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011708,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011709,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011710,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011711,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011712,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011713,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011714,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011715,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011716,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011717,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011718,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011719,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011720,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011721,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011722,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011723,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011724,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011725,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011726,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011727,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011728,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011729,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011730,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011731,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011732,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011733,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011734,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011735,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011736,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011737,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011738,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011739,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011740,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011741,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011742,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011743,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011744,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011745,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011746,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011747,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011748,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011749,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011750,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011751,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011752,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011753,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011754,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011755,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011756,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011757,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011758,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011759,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011760,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011761,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011762,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011763,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011764,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011765,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011766,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011767,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011768,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011769,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011770,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011771,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011772,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011773,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011774,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011775,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011776,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011777,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011778,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011779,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011780,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011781,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011782,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011783,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011784,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011785,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011786,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011787,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011788,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011789,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011790,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011791,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011792,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011793,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011794,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011795,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011796,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011797,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011798,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011799,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011800,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011801,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011802,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011803,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011804,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011805,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011806,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011807,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011808,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011809,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011810,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011811,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011812,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011813,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011814,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011815,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011816,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011817,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011818,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011819,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011820,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011821,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011822,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011823,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011824,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011825,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011826,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011827,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011828,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011829,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011830,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011831,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
1011832,Missing both Airbus Material and Manufacturer PN,NMB-MINEBEA THAI LTD,,,,
